variant_key,file,total_points,-15C,-7C,+2C,+7C,+12C,TOL
Airwell_Residential_S_A_S__Wellea_A_8_10_kW_Outdoor_Air_Water_8::AW-YHPSA10-H91 + AW-WHPSA0810-N91,Airwell_Residential_S_A_S__Wellea_A_8_10_kW_Outdoor_Air_Water_8.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9::BDHW-120R-04M25,Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9::BDHW-120R-04T35,Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9::BDHW-140R-04M25,Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9::BDHW-140R-04T35,Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9::BDHW-160R-04M25,Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9::BDHW-160R-04T35,Airwell_Residential_S_A_S__Wellea_HT_12-14-16kW_Outdoor_Air_Water_9.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_4-6kW_Outdoor_Air_Water_10::BDHW-040R-04M25,Airwell_Residential_S_A_S__Wellea_HT_4-6kW_Outdoor_Air_Water_10.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_4-6kW_Outdoor_Air_Water_10::BDHW-060R-04M25,Airwell_Residential_S_A_S__Wellea_HT_4-6kW_Outdoor_Air_Water_10.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_8-10kW_Outdoor_Air_Water_11::BDHW-080R-04M25,Airwell_Residential_S_A_S__Wellea_HT_8-10kW_Outdoor_Air_Water_11.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_HT_8-10kW_Outdoor_Air_Water_11::BDHW-100R-04M25,Airwell_Residential_S_A_S__Wellea_HT_8-10kW_Outdoor_Air_Water_11.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16::OD**-160T-09***-25*** + AW-YHPSA12-H91,Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16::OD**-160T-09***-25*** + AW-YHPSA12-H93,Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16::OD**-160T-09***-25*** + AW-YHPSA14-H91,Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16::OD**-160T-09***-25*** + AW-YHPSA14-H93,Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16::OD**-160T-09***-25*** + AW-YHPSA16-H91,Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16::OD**-160T-09***-25*** + AW-YHPSA16-H93,Airwell_Residential_S_A_S__Wellea_WT_12___14___16kW_with_240L_tank_Outdoor_Air_Water_16.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_190L_tank_Outdoor_Air_Water_17::OD**-100T-09***-19*** + AW-YHPSA06-H91,Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_190L_tank_Outdoor_Air_Water_17.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_190L_tank_Outdoor_Air_Water_17::OD**-100T-09***19*** + AW-YHPSA04-H91,Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_190L_tank_Outdoor_Air_Water_17.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_240L_tank_Outdoor_Air_Water_18::OD**-100T-09***-25*** + AW-YHPSA04-H91,Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_240L_tank_Outdoor_Air_Water_18.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_240L_tank_Outdoor_Air_Water_18::OD**-100T-09***-25*** + AW-YHPSA06-H91,Airwell_Residential_S_A_S__Wellea_WT_4___6kW_with_240L_tank_Outdoor_Air_Water_18.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_190L_tank_Outdoor_Air_Water_19::OD**-100T-09***-19*** + AW-YHPSA08-H91,Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_190L_tank_Outdoor_Air_Water_19.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_190L_tank_Outdoor_Air_Water_19::OD**-100T-09***-19*** + AW-YHPSA10-H91,Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_190L_tank_Outdoor_Air_Water_19.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_240L_tank_Outdoor_Air_Water_20::OD**-100T-09***-25*** + AW-YHPSA08-H91,Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_240L_tank_Outdoor_Air_Water_20.json,24,2,4,6,6,6,0
Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_240L_tank_Outdoor_Air_Water_20::OD**-100T-09***-25*** + AW-YHPSA10-H91,Airwell_Residential_S_A_S__Wellea_WT_8___10kW_with_240L_tank_Outdoor_Air_Water_20.json,24,2,4,6,6,6,0
Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_14_16_kW_Outdoor_Air_Water_1::FLR-HPO14A114+FLR-HPH16A114,Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_14_16_kW_Outdoor_Air_Water_1::FLR-HPO16A114+FLR-HPH16A114,Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_8_10_kW_Outdoor_Air_Water_2::FLR-HPO08A114 + FLR-HPH10A114,Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_8_10_kW_Outdoor_Air_Water_2.json,24,2,4,6,6,6,0
Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_8_10_kW_Outdoor_Air_Water_2::FLR-HPO10A114 + FLR-HPH10A114,Alarko_Carrier_Sanayi_ve_Ticaret_A_Ş__Alarko_Flair_Split_8_10_kW_Outdoor_Air_Water_2.json,24,2,4,6,6,6,0
Alpha_Therm_Ltd__E-TEC_33_Hybrid_Outdoor_Air_Water_1::E-TEC EHP / E-TEC 33 HB,Alpha_Therm_Ltd__E-TEC_33_Hybrid_Outdoor_Air_Water_1.json,2,0,0,0,0,0,2
Alpha_Therm_Ltd__Hydro_12__Hydro_16_Outdoor_Air_Water_2::Hydro 12,Alpha_Therm_Ltd__Hydro_12__Hydro_16_Outdoor_Air_Water_2.json,8,0,2,2,2,2,0
Alpha_Therm_Ltd__Hydro_12__Hydro_16_Outdoor_Air_Water_2::Hydro 16,Alpha_Therm_Ltd__Hydro_12__Hydro_16_Outdoor_Air_Water_2.json,8,0,2,2,2,2,0
Alpha_Therm_Ltd__Hydro_5_Outdoor_Air_Water_3::Hydro 5,Alpha_Therm_Ltd__Hydro_5_Outdoor_Air_Water_3.json,8,0,2,2,2,2,0
Alpha_Therm_Ltd__Hydro_8_Outdoor_Air_Water_4::Hydro 8,Alpha_Therm_Ltd__Hydro_8_Outdoor_Air_Water_4.json,8,0,2,2,2,2,0
Andercore_GmbH_S-Serie_170_Outdoor_Air_Water_1::Tilbakehr S-Serie 170,Andercore_GmbH_S-Serie_170_Outdoor_Air_Water_1.json,10,0,2,2,2,2,2
Andercore_GmbH_S-Serie_210_Outdoor_Air_Water_2::Tilbakehr S-Serie 210,Andercore_GmbH_S-Serie_210_Outdoor_Air_Water_2.json,10,0,2,2,2,2,2
Andercore_GmbH_S-Serie_320_Outdoor_Air_Water_3::Tilbakehr S-Serie 320,Andercore_GmbH_S-Serie_320_Outdoor_Air_Water_3.json,10,0,2,2,2,2,2
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1112A1NA/10 + AHP2116A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1112A3NA/10 + AHP2116A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1114A1NA/10 + AHP2116A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1114A3NA/10 + AHP2116A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1116A1NA/10 + AHP2116A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1116A3NA/10 + AHP2116A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1212A1*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1212A3*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1214A1*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1214A3*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1216A1*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1::AHP1216A3*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_12_14_16_kW_Outdoor_Air_Water_1.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2::AHP1104A1NA/10+AHP2106A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2::AHP1106A1NA/10+AHP2106A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2::AHP1204A1*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2::AHP1206A1*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_4_6_kW_Outdoor_Air_Water_2.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3::AHP1108A1NA/10+AHP2110A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3::AHP1110A1NA/10+AHP2110A**A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3::AHP1208A1*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3.json,24,2,4,6,6,6,0
Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3::AHP1210A1*A/10,Aquashield_Europe_s_r_o__High_Efficiency_R32_8_10_kW_Outdoor_Air_Water_3.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4::AHP1412B1NA/10, AHP1412B1VA/10, AHP1412B1WA/10",Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4::AHP1412B3NA/10, AHP1412B3VA/10, AHP1412B3WA/10",Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4::AHP1414B1NA/10, AHP1414B1VA/10, AHP1414B1WA/10",Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4::AHP1414B3NA/10, AHP1414B3VA/10, AHP1414B3WA/10",Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4::AHP1416B1NA/10, AHP1416B1VA/10, AHP1416B1WA/10",Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4::AHP1416B3NA/10, AHP1416B3VA/10, AHP1416B3WA/10",Aquashield_Europe_s_r_o__High_Temperature_12_14_16_kW_Outdoor_Air_Water_4.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_4_6_kW_Outdoor_Air_Water_5::AHP1404B1NA/10, AHP1404B1VA/10",Aquashield_Europe_s_r_o__High_Temperature_4_6_kW_Outdoor_Air_Water_5.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_4_6_kW_Outdoor_Air_Water_5::AHP1406B1NA/10, AHP1406B1VA/10",Aquashield_Europe_s_r_o__High_Temperature_4_6_kW_Outdoor_Air_Water_5.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_8_10_kW_Outdoor_Air_Water_6::AHP1408B1NA/10, AHP1408B1VA/10, AHP1408B1WA/10",Aquashield_Europe_s_r_o__High_Temperature_8_10_kW_Outdoor_Air_Water_6.json,24,2,4,6,6,6,0
"Aquashield_Europe_s_r_o__High_Temperature_8_10_kW_Outdoor_Air_Water_6::AHP1410B1NA/10, AHP1410B1VA/10, AHP1410B1WA/10",Aquashield_Europe_s_r_o__High_Temperature_8_10_kW_Outdoor_Air_Water_6.json,24,2,4,6,6,6,0
Argoclima_S_p_A_AIM06_Outdoor_Air_Water_1::AIM06EMX,Argoclima_S_p_A_AIM06_Outdoor_Air_Water_1.json,2,0,0,0,0,0,2
Argoclima_S_p_A_AIM08_Outdoor_Air_Water_2::AIM08EMX,Argoclima_S_p_A_AIM08_Outdoor_Air_Water_2.json,2,0,0,0,0,0,2
Argoclima_S_p_A_AIM11_Outdoor_Air_Water_3::AIM11EMX,Argoclima_S_p_A_AIM11_Outdoor_Air_Water_3.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AIM11_Outdoor_Air_Water_3::AIM11EMX3PH,Argoclima_S_p_A_AIM11_Outdoor_Air_Water_3.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AIM14_Outdoor_Air_Water_4::AIM14EMX,Argoclima_S_p_A_AIM14_Outdoor_Air_Water_4.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AIM14_Outdoor_Air_Water_4::AIM14EMX3PH,Argoclima_S_p_A_AIM14_Outdoor_Air_Water_4.json,10,0,2,2,2,2,2
Argoclima_S_p_A_ANGHP06_Outdoor_Air_Water_5::ANGHP06S,Argoclima_S_p_A_ANGHP06_Outdoor_Air_Water_5.json,10,0,2,2,2,2,2
Argoclima_S_p_A_ANGHP08_Outdoor_Air_Water_6::ANGHP08S,Argoclima_S_p_A_ANGHP08_Outdoor_Air_Water_6.json,10,0,2,2,2,2,2
Argoclima_S_p_A_ANGHP08_Outdoor_Air_Water_6::ANGHP08T,Argoclima_S_p_A_ANGHP08_Outdoor_Air_Water_6.json,10,0,2,2,2,2,2
Argoclima_S_p_A_ANGHP12_Outdoor_Air_Water_7::ANGHP12S,Argoclima_S_p_A_ANGHP12_Outdoor_Air_Water_7.json,10,0,2,2,2,2,2
Argoclima_S_p_A_ANGHP12_Outdoor_Air_Water_7::ANGHP12T,Argoclima_S_p_A_ANGHP12_Outdoor_Air_Water_7.json,10,0,2,2,2,2,2
Argoclima_S_p_A_ANGHP16_Outdoor_Air_Water_8::ANGHP16S,Argoclima_S_p_A_ANGHP16_Outdoor_Air_Water_8.json,10,0,2,2,2,2,2
Argoclima_S_p_A_ANGHP16_Outdoor_Air_Water_8::ANGHP16T,Argoclima_S_p_A_ANGHP16_Outdoor_Air_Water_8.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUA___G50_Outdoor_Air_Water_9::AUAH + AEI1G50EMX,Argoclima_S_p_A_AUA___G50_Outdoor_Air_Water_9.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUB___G65_Outdoor_Air_Water_10::AUBH + AEI1G65EMX,Argoclima_S_p_A_AUB___G65_Outdoor_Air_Water_10.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUB___G65_Outdoor_Air_Water_10::AUBH + AEI1G65EMX3PH,Argoclima_S_p_A_AUB___G65_Outdoor_Air_Water_10.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUC___G110_Outdoor_Air_Water_11::AUCH + AEI1G110BEMX,Argoclima_S_p_A_AUC___G110_Outdoor_Air_Water_11.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUC___G110_Outdoor_Air_Water_11::AUCH + AEI1G110EMX3PH,Argoclima_S_p_A_AUC___G110_Outdoor_Air_Water_11.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUC___G80_Outdoor_Air_Water_12::AUCH + AEI1G80BEMX,Argoclima_S_p_A_AUC___G80_Outdoor_Air_Water_12.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUC___G80_Outdoor_Air_Water_12::AUCH + AEI1G80EMX3PH,Argoclima_S_p_A_AUC___G80_Outdoor_Air_Water_12.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUD___G140_Outdoor_Air_Water_13::AUDH + AEI1G140EMX,Argoclima_S_p_A_AUD___G140_Outdoor_Air_Water_13.json,10,0,2,2,2,2,2
Argoclima_S_p_A_AUD___G140_Outdoor_Air_Water_13::AUDH + AEI1G140EMX3PH,Argoclima_S_p_A_AUD___G140_Outdoor_Air_Water_13.json,10,0,2,2,2,2,2
Ariston_Thermo_Group_KYRIS_NET_R32_25_35_Air_Air_Single_Split_1::KYRIS NET R32 25,Ariston_Thermo_Group_KYRIS_NET_R32_25_35_Air_Air_Single_Split_1.json,5,0,1,1,1,1,1
Ariston_Thermo_Group_KYRIS_NET_R32_25_35_Air_Air_Single_Split_1::KYRIS NET R32 35,Ariston_Thermo_Group_KYRIS_NET_R32_25_35_Air_Air_Single_Split_1.json,5,0,1,1,1,1,1
Ariston_Thermo_Group_KYRIS_NET_R32_50_Air_Air_Single_Split_2::KYRIS NET R32 50,Ariston_Thermo_Group_KYRIS_NET_R32_50_Air_Air_Single_Split_2.json,5,0,1,1,1,1,1
Ariston_Thermo_Group_MIRA_HYBRID_LINK_R32_Hybrid_Air_Water_3::MIRA HYBRID LINK R32,Ariston_Thermo_Group_MIRA_HYBRID_LINK_R32_Hybrid_Air_Water_3.json,28,0,4,6,6,6,6
Ariston_Thermo_Group_NEVIS_EVO_R32_25_35_UD0-I_Air_Air_Single_Split_4::NEVIS EVO R32 25 UD0-I,Ariston_Thermo_Group_NEVIS_EVO_R32_25_35_UD0-I_Air_Air_Single_Split_4.json,4,0,1,1,1,1,0
Ariston_Thermo_Group_NEVIS_EVO_R32_25_35_UD0-I_Air_Air_Single_Split_4::NEVIS EVO R32 35 UD0-I,Ariston_Thermo_Group_NEVIS_EVO_R32_25_35_UD0-I_Air_Air_Single_Split_4.json,4,0,1,1,1,1,0
Ariston_Thermo_Group_NEVIS_EVO_R32_50_UD0-I_Air_Air_Single_Split_5::NEVIS EVO R32 50 UD0-I,Ariston_Thermo_Group_NEVIS_EVO_R32_50_UD0-I_Air_Air_Single_Split_5.json,4,0,1,1,1,1,0
Ariston_Thermo_Group_NEVIS_PLUS_R32_25_MUD0_Air_Air_Single_Split_6::NEVIS PLUS R32 25 MUD0,Ariston_Thermo_Group_NEVIS_PLUS_R32_25_MUD0_Air_Air_Single_Split_6.json,4,0,1,1,1,1,0
Ariston_Thermo_Group_NEVIS_PLUS_R32_35_MUD0_Air_Air_Single_Split_7::NEVIS PLUS R32 35 MUD0,Ariston_Thermo_Group_NEVIS_PLUS_R32_35_MUD0_Air_Air_Single_Split_7.json,4,0,1,1,1,1,0
Ariston_Thermo_Group_NEVIS_PLUS_R32_50_MUD0_Air_Air_Single_Split_8::NEVIS PLUS R32 50 MUD0,Ariston_Thermo_Group_NEVIS_PLUS_R32_50_MUD0_Air_Air_Single_Split_8.json,4,0,1,1,1,1,0
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::AEROTOP SPLIT 11M-CR,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,6,0,0,0,0,0,6
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::AEROTOP SPLIT 11M-CRX,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,6,0,0,0,0,0,6
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::AEROTOP SPLIT 11M-R,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,6,0,0,0,0,0,6
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::AEROTOP SPLIT 11M-RX,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,6,0,0,0,0,0,6
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::ARIANEXT COMPACT 110 S,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,2,0,0,0,0,0,2
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::ARIANEXT COMPACT 110 S LINK,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,6,0,0,0,0,0,6
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::ARIANEXT COMPACT 110 S-T,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,2,0,0,0,0,0,2
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::ARIANEXT COMPACT 110 S-T LINK,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,6,0,0,0,0,0,6
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::ARIANEXT FLEX 110 S,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,2,0,0,0,0,0,2
Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10::ARIANEXT FLEX 110 S - 300,Ariston_Thermo_Group_NIMBUS_110_S_-_ARIANEXT_110_S_-_AEROTOP_SPLIT_11_Outdoor_Air_Water_10.json,2,0,0,0,0,0,2
